id,LambdaDensity,LinesOfCodeInClass,MethodReferenceDensity,NumberOfAccessorMethods,NumberOfLambdaExpressionsInClass,NumberOfMethodReferencesPerClass,NumberOfMethods,NumberOfMutatorMethods,NumberOfPublicFields,NumberOfPrivateFields,WeightedMethodsPerClass,WeightedMethodsPerClassWithoutAccessorAndMutatorMethods,WeightOfClass,NumberOfPublicMethods,ResponseForClass,NumberOfAnnotations,AverageNumberOfModifiedLines,Severity
1648,0.0,70,0.0,1,0,0,12,1,0,1,16,14,0.8333333333333334,12,28,0,32.25,0
1649,0.0,40,0.0,0,0,0,2,0,0,0,6,6,1.0,2,5,0,70.07142857142857,0
1650,0.0,185,0.0,8,0,0,21,7,0,0,35,20,0.2857142857142857,20,60,0,240.57142857142856,0
1651,0.0,64,0.0,6,0,0,12,6,0,6,12,0,0.0,12,12,0,44.142857142857146,0
1652,0.0,234,0.0,0,0,0,17,0,0,12,45,45,1.0,12,85,0,28.9375,2
1653,0.0,103,0.0,0,0,0,7,0,0,0,24,24,1.0,2,13,0,23.03125,0
1654,0.0,62,0.0,3,0,0,6,0,0,3,9,6,0.5,6,15,0,34.5,0
1655,0.0,80,0.0,0,0,0,4,0,0,0,18,18,1.0,3,40,0,21.105263157894736,0
1656,0.0,62,0.0,2,0,0,7,1,0,6,8,5,0.5714285714285714,7,12,3,69.5,0
1657,0.0,35,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,83.76923076923077,0
1658,0.0,16,0.0,0,0,0,2,0,0,0,4,4,1.0,2,5,0,13.75,0
1659,0.0,50,0.0,1,0,0,5,0,0,1,6,5,0.8,5,7,0,20.0,0
1660,0.0,67,0.0,4,0,0,9,0,0,3,12,8,0.5555555555555556,9,14,0,19.44,0
1661,0.0,159,0.0,0,0,0,14,0,0,8,30,30,1.0,3,68,0,27.565217391304348,2
1662,0.0,10,0.0,0,0,0,2,0,0,0,2,2,1.0,2,2,0,21.0,0
1663,0.0,728,0.0,4,0,0,34,1,0,46,70,65,0.8529411764705882,25,454,0,54.22222222222222,1
1664,0.0,15,0.0,2,0,0,2,0,0,0,2,0,0.0,1,2,0,50.75862068965517,0
1665,6.557377049180328,61,3.278688524590164,0,4,2,5,0,0,2,9,9,1.0,1,42,0,17.22222222222222,0
1666,0.0,18,0.0,0,0,0,1,0,0,0,1,1,1.0,1,11,0,15.466666666666669,0
1667,0.0,15,0.0,0,0,0,1,0,0,0,1,1,1.0,1,6,0,46.875,0
1668,0.0,22,0.0,0,0,0,1,0,0,0,1,1,1.0,1,32,0,27.25,0
1669,0.0,89,0.0,0,0,0,11,0,0,0,11,11,1.0,0,11,0,27.705882352941178,0
1670,0.0,65,0.0,0,0,0,5,0,0,4,13,13,1.0,2,12,0,21.916666666666668,0
1671,0.0,987,0.0,2,0,0,35,0,2,5,267,265,0.9428571428571428,15,469,0,42.227722772277225,0
1672,0.0,9,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,35.0,0
1673,0.0,40,0.0,0,0,0,3,0,4,0,5,5,1.0,3,8,1,45.391304347826086,0
1674,0.0,75,0.0,3,0,0,11,3,0,5,15,9,0.4545454545454545,11,18,0,9.34375,0
1675,0.0,40,0.0,0,0,0,2,0,0,0,7,7,1.0,0,16,0,57.76470588235294,0
1676,0.0,61,0.0,0,0,0,6,0,0,3,10,10,1.0,3,15,0,27.5,0
1677,0.0,227,0.0,4,0,0,29,4,0,3,62,44,0.7241379310344828,23,68,0,61.27272727272727,0
1678,0.0,315,0.0,3,0,0,15,0,0,20,60,57,0.8,8,95,4,28.157894736842103,0
1679,0.0,48,0.0,0,0,0,6,0,0,3,9,9,1.0,5,8,0,25.428571428571427,0
1680,0.0,79,0.0,0,0,0,2,0,10,0,32,32,1.0,2,4,10,54.5,0
1681,0.0,55,0.0,0,0,0,1,0,0,2,14,14,1.0,1,25,0,93.0,0
1682,0.0,323,0.0,7,0,0,32,1,2,6,60,52,0.75,30,70,0,7273.413265306122,0
1683,0.0,14,0.0,0,0,0,6,0,0,0,6,6,1.0,0,6,0,10.0,0
1684,0.0,18,0.0,0,0,0,1,0,0,1,1,1,1.0,1,11,1,45.0,0
1685,0.0,13,0.0,0,0,0,2,0,0,0,2,2,1.0,0,2,0,10.2,0
1686,0.0,60,0.0,2,0,0,7,0,1,2,10,8,0.7142857142857143,7,12,0,14.576923076923077,0
1687,0.0,20,0.0,0,0,0,2,0,0,1,2,2,1.0,2,6,1,17.818181818181817,0
1688,0.0,12,0.0,1,0,0,2,1,0,1,2,0,0.0,2,2,0,37.0,0
1689,1.2422360248447204,161,0.6211180124223602,14,2,1,25,0,0,9,29,15,0.44,22,65,3,13.625,0
1690,0.0,67,0.0,5,0,0,9,0,0,1,15,10,0.4444444444444444,7,24,0,46.5,0
1691,0.0,15,0.0,0,0,0,2,0,0,0,2,2,1.0,0,3,0,7.0212765957446805,0
1692,0.0,30,0.0,2,0,0,3,0,0,0,7,5,0.3333333333333333,2,4,0,8270.47247706422,0
1693,0.7070707070707071,990,0.0,15,7,0,78,2,4,35,183,166,0.782051282051282,56,397,0,122.32307692307693,2
1694,0.0,201,0.4975124378109453,2,0,1,9,0,0,18,30,28,0.7777777777777778,8,50,0,251.0,0
1695,0.0,10,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,23.666666666666668,0
1696,0.0,77,1.2987012987012987,0,0,1,6,0,0,7,13,13,1.0,5,32,0,43.833333333333336,1
1697,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,0,2,0,20.428571428571427,0
1698,0.0,22,0.0,1,0,0,3,0,0,1,3,2,0.6666666666666666,3,8,0,200.0,0
1699,0.0,28,0.0,0,0,0,3,0,0,0,3,3,1.0,3,7,0,10.333333333333334,0
1700,0.0,37,0.0,1,0,0,5,4,0,5,5,0,0.0,5,6,0,55.5,0
1701,0.0,105,0.0,1,0,0,7,0,1,2,19,18,0.8571428571428571,5,71,0,195.33333333333331,1
1702,0.0,17,0.0,0,0,0,2,0,0,1,4,4,1.0,2,5,0,24.5,0
1703,0.0,147,0.0,9,0,0,15,1,1,1,24,14,0.3333333333333333,15,36,0,36.15384615384615,0
1704,0.0,36,0.0,3,0,0,4,0,0,3,4,1,0.25,4,5,0,59.0,0
1705,0.0,10,0.0,0,0,0,1,0,0,0,1,1,1.0,1,3,0,11.545454545454543,0
1706,0.0,74,2.702702702702702,0,0,2,26,0,0,0,28,28,1.0,0,30,0,8.973684210526315,0
1707,0.0,21,0.0,0,0,0,2,0,0,1,2,2,1.0,2,5,0,64.6,0
1708,0.0,23,0.0,1,0,0,3,0,0,1,4,3,0.6666666666666666,3,7,0,31.666666666666668,0
1709,0.0,614,0.0,2,0,0,28,0,0,5,107,105,0.9285714285714286,17,449,0,92.27777777777776,3
1710,0.0,213,0.0,0,0,0,58,0,32,0,58,58,1.0,57,61,0,230.0,0
1711,0.0,52,0.0,0,0,0,4,0,0,2,5,5,1.0,2,23,0,40.333333333333336,0
1712,0.0,75,0.0,1,0,0,9,0,0,3,12,11,0.8888888888888888,4,13,0,26.066666666666663,1
1713,0.0,239,0.0,23,0,0,46,23,0,23,46,0,0.0,46,47,3,33.875,0
1714,0.0,82,0.0,4,0,0,9,0,1,3,13,9,0.5555555555555556,9,21,0,26.0,0
1715,0.0,62,0.0,0,0,0,6,0,0,5,7,7,1.0,6,34,0,150.0,0
1716,0.0,43,0.0,1,0,0,4,0,0,1,9,8,0.75,4,27,0,41.48,0
1717,0.0,10,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,10.0,0
1718,0.0,112,0.0,2,0,0,18,1,0,2,23,20,0.8333333333333334,18,26,0,48.66666666666666,0
1719,0.0,23,0.0,0,0,0,5,0,0,0,5,5,1.0,5,6,0,72.0,0
1720,0.0,24,0.0,1,0,0,2,0,0,0,3,2,0.5,2,5,0,25.0,0
1721,0.0,151,0.0,2,0,0,11,1,0,2,23,20,0.7272727272727273,5,77,0,37.42857142857143,1
1722,0.0,32,0.0,1,0,0,4,0,0,2,5,4,0.75,4,13,2,19.2,0
1723,0.0,19,0.0,2,0,0,2,0,0,2,2,0,0.0,2,2,0,45.21052631578947,0
1724,0.0,84,0.0,0,0,0,7,0,0,1,13,13,1.0,7,13,0,26.048387096774192,0
1725,0.0,164,0.0,4,0,0,16,0,0,4,31,27,0.75,10,31,0,41.55555555555556,0
1726,0.0,16,0.0,0,0,0,1,0,0,0,2,2,1.0,1,12,0,90.0,0
1727,0.0,1046,0.0,1,0,0,116,0,0,1,230,229,0.9913793103448276,115,228,0,234.76,0
1728,0.0,249,0.4016064257028112,0,0,1,13,0,0,10,51,51,1.0,2,120,0,49.35714285714285,0
1729,0.0,50,0.0,4,0,0,7,0,0,2,8,4,0.4285714285714285,7,13,0,22.0,0
1730,0.0,17,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,45.0,0
1731,0.0,51,0.0,1,0,0,9,0,0,2,9,8,0.8888888888888888,9,24,0,16.384615384615383,0
1732,0.0,18,0.0,1,0,0,2,0,0,1,3,2,0.5,2,3,0,18.285714285714285,0
1733,0.0,26,0.0,1,0,0,2,0,0,0,2,1,0.5,1,3,0,19.666666666666668,0
1734,0.0,58,0.0,3,0,0,11,0,0,0,14,11,0.7272727272727273,3,21,0,23.27777777777778,0
1735,0.0,54,0.0,1,0,0,9,1,0,2,10,8,0.7777777777777778,8,20,0,31.0,0
1736,0.0,79,0.0,1,0,0,3,0,0,4,13,12,0.6666666666666666,2,33,0,27.33333333333333,2
1737,0.0,66,0.0,6,0,0,9,0,0,0,16,10,0.3333333333333333,0,36,0,22.75,0
1738,0.0,124,0.0,4,0,0,13,1,0,4,30,25,0.6153846153846154,9,45,4,13.935483870967742,0
1739,0.0,27,0.0,2,0,0,3,0,0,0,4,2,0.3333333333333333,3,3,0,27.0,0
1740,0.0,73,0.0,5,0,0,10,5,0,5,10,0,0.0,10,10,18,43.16666666666666,0
1741,0.0,26,0.0,0,0,0,3,2,0,2,5,3,0.3333333333333333,3,5,0,30.071428571428573,0
1742,0.0,85,0.0,0,0,0,17,0,0,0,20,20,1.0,13,40,0,55.3,0
1743,0.0,24,0.0,0,0,0,1,0,0,3,1,1,1.0,1,2,2,27.0,0
1744,0.0,18,0.0,0,0,0,4,0,0,0,4,4,1.0,4,11,0,2189.333333333333,0
1745,7.526881720430108,93,2.150537634408602,2,7,2,15,0,1,3,15,13,0.8666666666666667,13,41,5,129.0,0
1746,0.0,107,0.0,9,0,0,18,9,0,9,18,0,0.0,18,18,12,61.5,0
1747,0.0,95,0.0,3,0,0,10,1,0,3,18,13,0.6,8,22,0,157.66666666666666,0
1748,0.0,70,0.0,7,0,0,14,7,0,6,14,0,0.0,14,14,0,77.53846153846153,0
1749,0.0,55,0.0,0,0,0,7,2,0,6,7,5,0.7142857142857143,7,15,0,55.66666666666666,0
1750,0.0,184,0.0,1,0,0,16,0,0,4,46,45,0.9375,1,35,0,29.7,0
1751,0.0,68,0.0,0,0,0,8,0,1,0,14,14,1.0,8,35,0,8.033333333333333,0
1752,0.0,15,0.0,1,0,0,1,0,0,0,1,0,0.0,0,1,0,143.71428571428572,0
1753,0.0,44,0.0,0,0,0,2,0,0,2,6,6,1.0,2,19,2,14.5,0
1754,0.0,60,0.0,2,0,0,7,0,0,1,10,8,0.7142857142857143,6,23,0,8.666666666666666,0
1755,0.0,176,0.0,4,0,0,11,0,5,8,20,16,0.6363636363636364,9,50,0,83.875,1
1756,0.0,40,0.0,2,0,0,5,0,0,2,6,4,0.6,5,11,0,24.0,0
1757,0.0,131,0.0,4,0,0,16,0,0,4,24,20,0.75,15,75,0,53.142857142857146,1
1758,0.0,59,0.0,1,0,0,4,0,0,0,13,12,0.75,1,20,0,25.3,0
1759,0.0,18,0.0,0,0,0,6,0,0,0,6,6,1.0,0,6,0,50.5,0
1760,0.0,98,0.0,1,0,0,7,1,0,3,19,17,0.7142857142857143,3,74,0,27.4,0
1761,0.0,18,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,15536.666666666666,0
1762,0.0,69,0.0,1,0,0,4,0,0,6,10,9,0.75,4,32,0,139.5,0
1763,0.0,70,0.0,9,0,0,9,0,0,0,9,0,0.0,9,9,9,145.0,0
1764,0.8958566629339306,1786,0.0,10,16,0,128,2,0,53,302,289,0.90625,74,631,23,78.49107142857143,2
1765,0.0,35,0.0,0,0,0,2,0,0,0,7,7,1.0,2,4,0,476.75,0
1766,0.0,12,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,12.333333333333334,0
1767,0.0,13,0.0,0,0,0,2,0,0,0,3,3,1.0,0,3,0,10.714285714285714,0
1768,0.0,14,0.0,0,0,0,4,0,0,0,4,4,1.0,4,4,0,50.642857142857146,0
1769,0.0,106,0.0,7,0,0,9,0,0,0,18,11,0.2222222222222222,7,9,0,66.0,0
1770,0.0,346,0.0,27,0,0,57,27,0,0,60,6,0.0526315789473684,57,57,30,336.8666666666667,0
1771,0.0,48,0.0,0,0,0,3,0,0,0,6,6,1.0,0,32,0,30.33333333333333,0
1772,0.0,244,0.0,0,0,0,13,0,1,13,52,52,1.0,12,50,0,40.44444444444444,0
1773,0.0,51,0.0,0,0,0,3,0,0,0,12,12,1.0,1,29,0,42.0,0
1774,0.0,10,0.0,0,0,0,2,0,0,0,2,2,1.0,2,4,0,52.16666666666666,0
1775,0.0,102,0.0,3,0,0,7,3,5,0,11,5,0.1428571428571428,7,37,0,47.333333333333336,0
1776,0.0,11,0.0,0,0,0,1,0,1,0,1,1,1.0,1,3,1,37.333333333333336,0
1777,0.0,129,0.0,6,0,0,14,0,0,1,25,19,0.5714285714285714,14,24,0,80.0,1
1778,0.0,27,0.0,0,0,0,2,0,0,1,4,4,1.0,1,5,0,20.666666666666668,0
1779,0.0,553,0.0,9,0,0,40,11,0,23,111,87,0.5,24,211,0,404.0,2
1780,0.0,21,0.0,2,0,0,3,0,0,0,3,1,0.3333333333333333,3,3,0,53.5,0
1781,0.0,168,0.0,1,0,0,21,0,0,0,22,21,0.9523809523809524,16,122,0,64.0,0
1782,0.0,28,0.0,0,0,0,1,0,0,1,3,3,1.0,0,17,0,92.65,0
1783,11.11111111111111,9,0.0,0,1,0,2,0,0,0,2,2,1.0,0,3,0,22.666666666666668,0
1784,0.0,40,0.0,0,0,0,1,0,0,2,2,2,1.0,1,2,0,20.1875,0
1785,0.0,158,0.0,0,0,0,14,0,0,0,41,41,1.0,7,20,0,16.6,0
1786,0.0,57,0.0,2,0,0,6,2,0,0,9,5,0.3333333333333333,6,18,0,205.5,0
1787,0.0,32,0.0,1,0,0,3,1,0,0,5,3,0.3333333333333333,3,8,0,132.0,0
1788,0.0,7,0.0,0,0,0,1,0,0,0,1,1,1.0,0,6,0,34.8,0
1789,0.0,25,0.0,4,0,0,4,0,0,1,4,0,0.0,4,4,0,32.88372093023256,0
1790,0.0,237,0.0,4,0,0,26,4,0,3,46,34,0.6923076923076923,23,49,0,410.45,0
1791,0.0,24,0.0,1,0,0,3,1,0,2,3,1,0.3333333333333333,3,3,0,25.75,0
1792,0.0,261,0.0,6,0,0,33,3,0,7,54,45,0.7272727272727273,28,83,0,41.5,1
1793,0.0,21,0.0,0,0,0,1,0,0,0,3,3,1.0,1,10,0,16.555555555555557,0
1794,0.0,46,0.0,3,0,0,5,0,0,3,7,4,0.4,4,9,0,21.2,0
1795,0.0,357,0.0,0,0,0,41,0,0,6,73,73,1.0,30,222,0,597.8333333333334,0
1796,0.0,29,0.0,0,0,0,2,0,0,0,5,5,1.0,1,15,0,32.0,0
1797,0.0,212,0.0,0,0,0,6,0,7,1,42,42,1.0,5,97,0,48.07843137254902,0
1798,0.0,27,0.0,3,0,0,3,0,0,3,3,0,0.0,3,3,0,57.0,0
1799,0.0,70,0.0,0,0,0,8,0,1,0,13,13,1.0,7,30,0,30.714285714285715,0
1800,0.0,102,0.0,0,0,0,50,0,0,0,50,50,1.0,0,50,0,4621.0,0
1801,0.0,14,0.0,1,0,0,1,0,0,2,1,0,0.0,1,1,0,23.181818181818183,0
1802,0.0,148,0.0,0,0,0,9,0,0,5,28,28,1.0,5,77,0,419.0,0
1803,0.0,26,0.0,1,0,0,2,0,0,1,2,1,0.5,2,15,0,16.75,0
1804,0.0,43,0.0,0,0,0,5,0,0,0,11,11,1.0,3,22,0,6.0285714285714285,0
1805,0.0,71,0.0,0,0,0,3,0,0,1,18,18,1.0,0,32,0,50.0,0
1806,0.0,107,0.0,4,0,0,8,0,2,5,15,11,0.5,8,40,0,29.1,0
1807,0.3460207612456747,289,0.0,4,1,0,22,0,0,14,45,41,0.8181818181818182,12,113,0,96.75,0
1808,0.0,442,0.0,0,0,0,16,4,3,2,129,123,0.75,5,34,0,356.25,0
1809,0.0,10,0.0,0,0,0,1,0,0,0,2,2,1.0,1,7,0,35.333333333333336,0
1810,0.0,35,0.0,4,0,0,5,0,0,3,6,1,0.2,5,7,0,81.1219512195122,0
1811,0.0,64,0.0,0,0,0,7,0,0,2,13,13,1.0,1,21,0,16.125,0
1812,0.0,113,0.0,9,0,0,19,8,0,11,21,3,0.1052631578947368,19,29,0,30.23809523809524,0
1813,0.0,41,0.0,0,0,0,2,0,0,4,7,7,1.0,2,5,0,44.5,0
1814,0.0,241,0.0,0,0,0,7,0,0,0,10,10,1.0,7,266,0,95.8,0
1815,0.0,15,0.0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,28.125,0
1816,0.0,108,0.0,12,0,0,13,0,0,10,14,2,0.0769230769230769,13,17,0,73.1,0
1817,0.0,13,0.0,0,0,0,1,0,0,0,3,3,1.0,1,8,0,81.0,0
1818,0.0,26,0.0,0,0,0,2,0,0,0,5,5,1.0,2,9,0,7273.413265306122,0
1819,0.0,26,0.0,0,0,0,3,0,0,0,5,5,1.0,0,11,0,16.2,0
1820,0.0,11,0.0,0,0,0,1,0,0,0,2,2,1.0,1,7,0,27.939393939393938,0
1821,0.0,295,0.0,0,0,0,23,0,0,18,50,50,1.0,14,276,0,34.27272727272727,0
1822,0.0,40,0.0,0,0,0,1,0,0,0,6,6,1.0,1,33,0,30.75,0
1823,0.0,110,0.0,7,0,0,15,7,0,0,19,5,0.0666666666666666,15,27,0,312.0,1
1824,0.0,16,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,41.4,0
1825,0.0,45,0.0,0,0,0,3,0,0,4,5,5,1.0,1,15,0,32.5,0
1826,0.0,97,0.0,0,0,0,5,0,0,0,13,13,1.0,4,26,0,61.47058823529412,0
1827,0.0,35,0.0,1,0,0,5,0,0,1,5,4,0.8,4,7,0,29.53846153846154,0
1828,0.0,32,0.0,3,0,0,6,3,0,3,6,0,0.0,6,6,0,17.142857142857142,0
1829,0.0,47,2.127659574468085,1,0,1,4,1,0,2,4,2,0.5,4,29,0,51.2,0
1830,0.0,71,0.0,0,0,0,7,0,0,0,16,16,1.0,6,62,0,62.333333333333336,0
1831,0.0,317,0.0,25,0,0,55,3,0,6,65,37,0.4909090909090909,53,90,0,124.5,0
1832,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0,14.0,0
1833,0.0,13,0.0,0,0,0,1,0,0,1,1,1,1.0,1,3,0,17.666666666666668,0
1834,0.0,59,0.0,4,0,0,11,0,0,0,15,11,0.6363636363636364,9,24,0,228.66666666666663,0
1835,0.0,53,0.0,0,0,0,2,0,0,0,10,10,1.0,1,44,0,40.42857142857143,0
1836,0.0,13,0.0,1,0,0,2,0,0,0,2,1,0.5,1,4,0,14.75,0
1837,0.0,24,0.0,0,0,0,1,0,0,3,2,2,1.0,1,4,0,36.0,0
1838,0.0,16,0.0,0,0,0,1,0,0,2,1,1,1.0,1,6,0,22.153846153846157,0
1839,0.0,843,0.0,0,0,0,42,0,0,7,212,212,1.0,37,240,0,5844.619565217391,0
1840,0.0,10,0.0,0,0,0,4,0,0,0,4,4,1.0,0,4,0,53.11111111111112,0
1841,0.0,123,0.0,1,0,0,18,0,0,3,25,24,0.9444444444444444,16,51,0,32.57142857142857,0
1842,0.0,45,0.0,0,0,0,5,0,0,0,6,6,1.0,5,24,0,63.5,0
1843,0.0,48,0.0,0,0,0,2,0,0,0,11,11,1.0,2,19,0,7273.413265306122,0
1844,0.0,17,0.0,0,0,0,1,0,0,2,1,1,1.0,1,4,0,75.0,0
1845,0.0,114,0.0,0,0,0,3,0,0,19,27,27,1.0,3,28,0,759.0,0
1846,2.727272727272727,110,0.0,0,3,0,8,0,0,3,17,17,1.0,2,51,3,42.0,0
1847,0.0,17,0.0,0,0,0,3,0,0,0,3,3,1.0,3,3,0,32.983870967741936,0
1848,0.0,15,0.0,0,0,0,3,0,0,0,3,3,1.0,3,3,0,10.73913043478261,0
1849,0.0,68,0.0,1,0,0,4,0,0,0,12,11,0.75,4,26,0,24.625,0
1850,0.0,14,0.0,0,0,0,0,0,1,0,0,0,0.0,0,2,0,42.0,0
1851,0.0,92,0.0,2,0,0,5,0,5,3,14,12,0.6,4,33,0,43.0,0
1852,0.0,38,0.0,0,0,0,2,0,0,0,6,6,1.0,2,18,0,652.5,0
1853,0.0,19,0.0,2,0,0,2,0,0,1,2,0,0.0,2,3,0,906.0,0
1854,0.0,95,0.0,0,0,0,4,0,0,18,8,8,1.0,2,75,1,36.4,0
1855,0.0,32,0.0,0,0,0,4,0,0,1,6,6,1.0,4,14,0,20.428571428571427,0
1856,3.333333333333333,30,3.333333333333333,0,1,1,1,0,0,4,4,4,1.0,0,8,0,20.125,0
1857,0.0,98,0.0,6,0,0,15,7,0,0,17,4,0.1333333333333333,15,15,11,138.85714285714286,0
1858,6.666666666666667,45,0.0,0,3,0,9,0,0,0,9,9,1.0,6,12,0,9.80952380952381,0
1859,0.0,36,0.0,0,0,0,2,0,0,0,14,14,1.0,2,4,0,44.0,0
1860,0.0,107,0.0,3,0,0,13,0,0,5,18,15,0.7692307692307693,12,51,0,34.75,0
1861,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0,103.0,0
1862,0.4854368932038835,206,0.0,2,1,0,35,0,2,5,44,42,0.9428571428571428,21,71,0,49.63636363636363,0
1863,0.0,116,0.0,2,0,0,21,0,0,0,23,21,0.9047619047619048,20,38,0,41.57142857142857,0
1864,0.0,12,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,26.428571428571427,0
1865,0.0,13,0.0,1,0,0,1,0,0,1,1,0,0.0,1,1,0,474.0,0
1866,0.0,10,0.0,1,0,0,2,0,0,0,2,1,0.5,1,2,0,6.2105263157894735,0
1867,0.0,17,0.0,0,0,0,6,0,0,0,6,6,1.0,6,6,0,15.428571428571429,0
1868,0.0,32,0.0,0,0,0,4,0,0,1,8,8,1.0,4,6,0,6.615384615384615,0
1869,0.0,42,0.0,1,0,0,4,0,0,0,10,9,0.75,4,13,0,20.857142857142858,0
1870,0.0,13,0.0,1,0,0,2,0,0,1,3,2,0.5,2,4,0,133.5,0
1871,0.0,48,0.0,0,0,0,2,0,0,0,8,8,1.0,1,30,0,23.0,0
1872,0.0,24,0.0,0,0,0,1,0,0,0,4,4,1.0,1,19,0,24.33333333333333,0
1873,0.0,24,0.0,0,0,0,3,1,0,1,3,2,0.6666666666666666,3,14,0,16.9,0
1874,0.0,60,0.0,1,0,0,7,0,6,1,11,10,0.8571428571428571,6,23,2,27.8,0
1875,0.0,32,0.0,3,0,0,6,3,0,3,6,0,0.0,6,6,0,23.6,0
1876,12.5,8,0.0,0,1,0,0,0,0,0,0,0,0.0,0,8,0,10.235294117647058,0
1877,0.0,8,0.0,0,0,0,1,0,0,0,1,1,1.0,1,10,0,31.6,0
1878,0.0,12,0.0,0,0,0,1,0,0,0,1,1,1.0,1,3,0,16.0,0
1879,0.0,70,0.0,0,0,0,2,0,0,1,8,8,1.0,2,46,0,36.125,0
1880,0.0,24,0.0,0,0,0,1,0,0,2,2,2,1.0,1,4,0,37.42857142857143,0
1881,0.0,25,0.0,0,0,0,1,0,0,1,1,1,1.0,0,9,0,14.092105263157896,0
1882,0.0,118,0.0,0,0,0,7,0,0,6,24,24,1.0,5,58,0,55.44444444444444,0
1883,0.0,13,0.0,0,0,0,1,0,0,1,1,1,1.0,1,2,0,27.05,0
1884,0.0,85,0.0,3,0,0,10,0,0,4,14,11,0.7,6,25,0,62.5,0
1885,0.0,19,10.526315789473683,0,0,2,2,0,0,0,3,3,1.0,1,12,0,29.625,0
1886,0.0,17,0.0,0,0,0,1,0,0,1,1,1,1.0,1,2,0,22.4,0
1887,0.0,51,0.0,0,0,0,7,0,0,1,10,10,1.0,5,13,0,28.6,0
1888,0.0,14,0.0,0,0,0,6,0,0,0,6,6,1.0,0,6,0,13.555555555555555,0
1889,0.0,56,0.0,0,0,0,6,2,0,3,10,8,0.6666666666666666,4,14,0,67.73134328358209,0
1890,0.0,24,0.0,1,0,0,2,0,0,2,4,3,0.5,2,5,0,21.5,0
1891,0.0,23,0.0,2,0,0,4,2,0,2,4,0,0.0,4,4,0,22.5,0
1892,0.0,581,0.0,0,0,0,35,0,0,12,133,133,1.0,2,113,0,112.5,1
1893,0.0,175,0.0,5,0,0,11,0,0,6,33,28,0.5454545454545454,8,52,0,54.45454545454545,0
1894,0.0,67,0.0,2,0,0,8,0,0,0,11,9,0.75,7,17,0,28.142857142857142,0
1895,0.0,91,0.0,10,0,0,16,6,0,9,16,0,0.0,16,18,0,142.0,0
1896,0.0,36,0.0,1,0,0,2,0,0,1,9,8,0.5,2,12,0,35.5,0
1897,0.0,29,0.0,0,0,0,1,0,0,5,1,1,1.0,1,6,0,208.44285714285715,0
1898,0.0,25,0.0,1,0,0,2,0,0,1,3,2,0.5,2,9,0,27.2,0
1899,0.0,18,0.0,0,0,0,1,0,0,3,1,1,1.0,0,2,0,312.0,0
1900,0.0,34,0.0,0,0,0,4,0,0,0,6,6,1.0,4,15,0,26.25,0
1901,0.0,98,0.0,5,0,0,17,0,0,2,17,12,0.7058823529411765,15,20,0,33.5,0
1902,0.0,34,0.0,0,0,0,6,0,0,0,7,7,1.0,6,16,0,66.0,0
1903,0.0,46,0.0,3,0,0,6,0,0,1,7,4,0.5,5,10,0,16.0,0
1904,0.0,1174,0.0,4,0,0,78,0,2,16,256,252,0.9487179487179488,41,554,0,833.5,2
1905,0.0,337,0.0,0,0,0,18,0,0,14,74,74,1.0,0,128,0,64.71428571428571,1
1906,0.0,817,0.0,2,0,0,44,0,0,1,223,221,0.9545454545454546,41,251,0,2308.2571428571428,0
1907,0.0,135,0.0,12,0,0,26,11,0,13,27,4,0.1153846153846153,26,28,0,27.77777777777778,0
1908,0.0,14,0.0,0,0,0,1,0,0,1,1,1,1.0,1,4,0,106.0,0
1909,0.0,21,0.0,1,0,0,3,1,0,1,4,2,0.3333333333333333,3,9,0,24.0,0
1910,0.0,41,0.0,0,0,0,3,0,0,1,7,7,1.0,1,19,0,81.5,0
1911,0.0,92,0.0,2,0,0,7,0,0,4,9,7,0.7142857142857143,7,34,0,52.87234042553192,0
1912,0.0,89,0.0,2,0,0,7,0,0,9,12,10,0.7142857142857143,5,27,0,26.65714285714286,0
1913,0.0,87,0.0,7,0,0,13,5,0,7,16,4,0.0769230769230769,13,29,0,6.625,0
1914,0.0,50,0.0,3,0,0,7,3,0,0,7,1,0.1428571428571428,7,12,0,162.0,0
1915,0.0,874,0.0,3,0,0,61,1,5,22,141,137,0.9344262295081968,39,358,0,40.29577464788732,0
1916,0.0,12,0.0,1,0,0,2,0,0,0,2,1,0.5,2,3,0,20.5,0
1917,0.0,75,0.0,1,0,0,6,0,3,4,12,11,0.8333333333333334,0,16,0,32.0,0
1918,0.0,42,0.0,1,0,0,4,0,0,1,6,5,0.75,4,14,0,20.33333333333333,0
1919,0.0,30,0.0,5,0,0,9,0,0,0,9,4,0.4444444444444444,0,9,0,49.5,0
