id,LambdaDensity,LinesOfCodeInClass,MethodReferenceDensity,NumberOfAccessorMethods,NumberOfLambdaExpressionsInClass,NumberOfMethodReferencesPerClass,NumberOfMethods,NumberOfMutatorMethods,NumberOfPublicFields,NumberOfPrivateFields,WeightedMethodsPerClass,WeightedMethodsPerClassWithoutAccessorAndMutatorMethods,WeightOfClass,NumberOfPublicMethods,ResponseForClass,NumberOfAnnotations,MeanAuthorCommits,Severity
1669,6.557377049180328,61,3.278688524590164,0,4,2,5,0,0,2,9,9,1.0,1,42,0,734.3333333333334,0
1670,0.0,18,0.0,0,0,0,1,0,0,0,1,1,1.0,1,11,0,329.8333333333333,0
1671,0.0,15,0.0,0,0,0,1,0,0,0,1,1,1.0,1,6,0,3829.0,0
1672,0.0,22,0.0,0,0,0,1,0,0,0,1,1,1.0,1,32,0,138.5,0
1673,0.0,89,0.0,0,0,0,11,0,0,0,11,11,1.0,0,11,0,897.7142857142857,0
1674,0.0,65,0.0,0,0,0,5,0,0,4,13,13,1.0,2,12,0,320.2,0
1675,0.0,987,0.0,2,0,0,35,0,2,5,267,265,0.9428571428571428,15,469,0,280.94444444444446,0
1676,0.0,9,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,192.16666666666663,0
1677,0.0,40,0.0,0,0,0,3,0,4,0,5,5,1.0,3,8,1,353.2857142857143,0
1678,0.0,75,0.0,3,0,0,11,3,0,5,15,9,0.4545454545454545,11,18,0,577.8571428571429,1
1679,0.0,40,0.0,0,0,0,2,0,0,0,7,7,1.0,0,16,0,135.08333333333334,0
1680,0.0,61,0.0,0,0,0,6,0,0,3,10,10,1.0,3,15,0,18.0,0
1681,0.0,227,0.0,4,0,0,29,4,0,3,62,44,0.7241379310344828,23,68,0,864.4,0
1682,0.0,315,0.0,3,0,0,15,0,0,20,60,57,0.8,8,95,4,1883.5,0
1683,0.0,48,0.0,0,0,0,6,0,0,3,9,9,1.0,5,8,0,3829.0,0
1684,0.0,79,0.0,0,0,0,2,0,10,0,32,32,1.0,2,4,10,2069.0,2
1685,0.0,55,0.0,0,0,0,1,0,0,2,14,14,1.0,1,25,0,477.0,0
1686,0.0,323,0.0,7,0,0,32,1,2,6,60,52,0.75,30,70,0,323.0,1
1687,0.0,14,0.0,0,0,0,6,0,0,0,6,6,1.0,0,6,0,91.0,0
1688,0.0,18,0.0,0,0,0,1,0,0,1,1,1,1.0,1,11,1,1.0,0
1689,0.0,13,0.0,0,0,0,2,0,0,0,2,2,1.0,0,2,0,1078.0,0
1690,0.0,60,0.0,2,0,0,7,0,1,2,10,8,0.7142857142857143,7,12,0,451.75,0
1691,0.0,20,0.0,0,0,0,2,0,0,1,2,2,1.0,2,6,1,114.5,0
1692,0.0,12,0.0,1,0,0,2,1,0,1,2,0,0.0,2,2,0,9.666666666666666,0
1693,1.2422360248447204,161,0.6211180124223602,14,2,1,25,0,0,9,29,15,0.44,22,65,3,198.0,2
1694,0.0,67,0.0,5,0,0,9,0,0,1,15,10,0.4444444444444444,7,24,0,218.5,0
1695,0.0,15,0.0,0,0,0,2,0,0,0,2,2,1.0,0,3,0,2078.0,0
1696,0.0,30,0.0,2,0,0,3,0,0,0,7,5,0.3333333333333333,2,4,0,356.07142857142856,0
1697,0.7070707070707071,990,0.0,15,7,0,78,2,4,35,183,166,0.782051282051282,56,397,0,3829.0,0
1698,0.0,201,0.4975124378109453,2,0,1,9,0,0,18,30,28,0.7777777777777778,8,50,0,1379.0,0
1699,0.0,10,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,206.0,0
1700,0.0,77,1.2987012987012987,0,0,1,6,0,0,7,13,13,1.0,5,32,0,654.3333333333334,0
1701,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,0,2,0,625.3333333333334,0
1702,0.0,22,0.0,1,0,0,3,0,0,1,3,2,0.6666666666666666,3,8,0,473.0,1
1703,0.0,28,0.0,0,0,0,3,0,0,0,3,3,1.0,3,7,0,305.22222222222223,0
1704,0.0,37,0.0,1,0,0,5,4,0,5,5,0,0.0,5,6,0,586.5,1
1705,0.0,105,0.0,1,0,0,7,0,1,2,19,18,0.8571428571428571,5,71,0,86.33333333333333,0
1706,0.0,17,0.0,0,0,0,2,0,0,1,4,4,1.0,2,5,0,1078.5,0
1707,0.0,147,0.0,9,0,0,15,1,1,1,24,14,0.3333333333333333,15,36,0,525.0,2
1708,0.0,36,0.0,3,0,0,4,0,0,3,4,1,0.25,4,5,0,8.0,2
1709,0.0,10,0.0,0,0,0,1,0,0,0,1,1,1.0,1,3,0,314.6666666666667,0
1710,0.0,74,2.702702702702702,0,0,2,26,0,0,0,28,28,1.0,0,30,0,266.375,0
1711,0.0,21,0.0,0,0,0,2,0,0,1,2,2,1.0,2,5,0,1688.6666666666667,0
1712,0.0,23,0.0,1,0,0,3,0,0,1,4,3,0.6666666666666666,3,7,0,919.5,0
1713,0.0,614,0.0,2,0,0,28,0,0,5,107,105,0.9285714285714286,17,449,0,500.3333333333333,0
1714,0.0,213,0.0,0,0,0,58,0,32,0,58,58,1.0,57,61,0,130.5,0
1715,0.0,52,0.0,0,0,0,4,0,0,2,5,5,1.0,2,23,0,28.5,0
1716,0.0,75,0.0,1,0,0,9,0,0,3,12,11,0.8888888888888888,4,13,0,1414.5,1
1717,0.0,239,0.0,23,0,0,46,23,0,23,46,0,0.0,46,47,3,264.6,3
1718,0.0,82,0.0,4,0,0,9,0,1,3,13,9,0.5555555555555556,9,21,0,675.1428571428571,0
1719,0.0,62,0.0,0,0,0,6,0,0,5,7,7,1.0,6,34,0,1.0,0
1720,0.0,43,0.0,1,0,0,4,0,0,1,9,8,0.75,4,27,0,705.0,0
1721,0.0,10,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,3829.0,0
1722,0.0,112,0.0,2,0,0,18,1,0,2,23,20,0.8333333333333334,18,26,0,13.0,0
1723,0.0,23,0.0,0,0,0,5,0,0,0,5,5,1.0,5,6,0,54.0,0
1724,0.0,24,0.0,1,0,0,2,0,0,0,3,2,0.5,2,5,0,37.5,0
1725,0.0,151,0.0,2,0,0,11,1,0,2,23,20,0.7272727272727273,5,77,0,215.75,0
1726,0.0,32,0.0,1,0,0,4,0,0,2,5,4,0.75,4,13,2,995.0,0
1727,0.0,19,0.0,2,0,0,2,0,0,2,2,0,0.0,2,2,0,2530.555555555556,0
1728,0.0,84,0.0,0,0,0,7,0,0,1,13,13,1.0,7,13,0,1002.8888888888888,0
1729,0.0,164,0.0,4,0,0,16,0,0,4,31,27,0.75,10,31,0,413.0,0
1730,0.0,16,0.0,0,0,0,1,0,0,0,2,2,1.0,1,12,0,19.0,0
1731,0.0,1046,0.0,1,0,0,116,0,0,1,230,229,0.9913793103448276,115,228,0,1138.6666666666667,3
1732,0.0,249,0.4016064257028112,0,0,1,13,0,0,10,51,51,1.0,2,120,0,1401.5,0
1733,0.0,50,0.0,4,0,0,7,0,0,2,8,4,0.4285714285714285,7,13,0,1167.6666666666667,2
1734,0.0,17,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,115.25,0
1735,0.0,51,0.0,1,0,0,9,0,0,2,9,8,0.8888888888888888,9,24,0,383.57142857142856,0
1736,0.0,18,0.0,1,0,0,2,0,0,1,3,2,0.5,2,3,0,1125.8181818181818,0
1737,0.0,26,0.0,1,0,0,2,0,0,0,2,1,0.5,1,3,0,152.5,0
1738,0.0,58,0.0,3,0,0,11,0,0,0,14,11,0.7272727272727273,3,21,0,1033.0,0
1739,0.0,54,0.0,1,0,0,9,1,0,2,10,8,0.7777777777777778,8,20,0,103.0,0
1740,0.0,79,0.0,1,0,0,3,0,0,4,13,12,0.6666666666666666,2,33,0,884.0,0
1741,0.0,66,0.0,6,0,0,9,0,0,0,16,10,0.3333333333333333,0,36,0,809.0,0
1742,0.0,124,0.0,4,0,0,13,1,0,4,30,25,0.6153846153846154,9,45,4,800.578947368421,0
1743,0.0,27,0.0,2,0,0,3,0,0,0,4,2,0.3333333333333333,3,3,0,34.0,0
1744,0.0,73,0.0,5,0,0,10,5,0,5,10,0,0.0,10,10,18,92.25,3
1745,0.0,26,0.0,0,0,0,3,2,0,2,5,3,0.3333333333333333,3,5,0,247.5,0
1746,0.0,85,0.0,0,0,0,17,0,0,0,20,20,1.0,13,40,0,1321.2,0
1747,0.0,24,0.0,0,0,0,1,0,0,3,1,1,1.0,1,2,2,223.0,0
1748,0.0,18,0.0,0,0,0,4,0,0,0,4,4,1.0,4,11,0,42.5,0
1749,7.526881720430108,93,2.150537634408602,2,7,2,15,0,1,3,15,13,0.8666666666666667,13,41,5,36.0,0
1750,0.0,107,0.0,9,0,0,18,9,0,9,18,0,0.0,18,18,12,11.5,3
1751,0.0,95,0.0,3,0,0,10,1,0,3,18,13,0.6,8,22,0,671.8,0
1752,0.0,70,0.0,7,0,0,14,7,0,6,14,0,0.0,14,14,0,335.6,2
1753,0.0,55,0.0,0,0,0,7,2,0,6,7,5,0.7142857142857143,7,15,0,1057.3333333333333,1
1754,0.0,184,0.0,1,0,0,16,0,0,4,46,45,0.9375,1,35,0,822.3333333333334,0
1755,0.0,68,0.0,0,0,0,8,0,1,0,14,14,1.0,8,35,0,1543.1666666666667,0
1756,0.0,15,0.0,1,0,0,1,0,0,0,1,0,0.0,0,1,0,1282.2,0
1757,0.0,44,0.0,0,0,0,2,0,0,2,6,6,1.0,2,19,2,262.4,0
1758,0.0,60,0.0,2,0,0,7,0,0,1,10,8,0.7142857142857143,6,23,0,447.0,0
1759,0.0,176,0.0,4,0,0,11,0,5,8,20,16,0.6363636363636364,9,50,0,510.0,0
1760,0.0,40,0.0,2,0,0,5,0,0,2,6,4,0.6,5,11,0,63.66666666666666,0
1761,0.0,131,0.0,4,0,0,16,0,0,4,24,20,0.75,15,75,0,827.0,0
1762,0.0,59,0.0,1,0,0,4,0,0,0,13,12,0.75,1,20,0,335.75,0
1763,0.0,18,0.0,0,0,0,6,0,0,0,6,6,1.0,0,6,0,110.5,0
1764,0.0,98,0.0,1,0,0,7,1,0,3,19,17,0.7142857142857143,3,74,0,85.5,0
1765,0.0,18,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,50.0,0
1766,0.0,69,0.0,1,0,0,4,0,0,6,10,9,0.75,4,32,0,558.0,0
1767,0.0,70,0.0,9,0,0,9,0,0,0,9,0,0.0,9,9,9,9.0,2
1768,0.8958566629339306,1786,0.0,10,16,0,128,2,0,53,302,289,0.90625,74,631,23,69.7741935483871,0
1769,0.0,35,0.0,0,0,0,2,0,0,0,7,7,1.0,2,4,0,324.5,0
1770,0.0,12,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,3829.0,0
1771,0.0,13,0.0,0,0,0,2,0,0,0,3,3,1.0,0,3,0,345.8,0
1772,0.0,14,0.0,0,0,0,4,0,0,0,4,4,1.0,4,4,0,202.0,0
1773,0.0,106,0.0,7,0,0,9,0,0,0,18,11,0.2222222222222222,7,9,0,71.0,0
1774,0.0,346,0.0,27,0,0,57,27,0,0,60,6,0.0526315789473684,57,57,30,247.16666666666663,2
1775,0.0,48,0.0,0,0,0,3,0,0,0,6,6,1.0,0,32,0,1257.3333333333333,0
1776,0.0,244,0.0,0,0,0,13,0,1,13,52,52,1.0,12,50,0,3829.0,0
1777,0.0,51,0.0,0,0,0,3,0,0,0,12,12,1.0,1,29,0,833.6666666666666,0
1778,0.0,10,0.0,0,0,0,2,0,0,0,2,2,1.0,2,4,0,514.0,0
1779,0.0,102,0.0,3,0,0,7,3,5,0,11,5,0.1428571428571428,7,37,0,303.5,2
1780,0.0,11,0.0,0,0,0,1,0,1,0,1,1,1.0,1,3,1,158.33333333333334,0
1781,0.0,129,0.0,6,0,0,14,0,0,1,25,19,0.5714285714285714,14,24,0,6.0,0
1782,0.0,27,0.0,0,0,0,2,0,0,1,4,4,1.0,1,5,0,479.6666666666667,0
1783,0.0,553,0.0,9,0,0,40,11,0,23,111,87,0.5,24,211,0,1709.0,1
1784,0.0,21,0.0,2,0,0,3,0,0,0,3,1,0.3333333333333333,3,3,0,1285.25,2
1785,0.0,168,0.0,1,0,0,21,0,0,0,22,21,0.9523809523809524,16,122,0,1067.0,0
1786,0.0,28,0.0,0,0,0,1,0,0,1,3,3,1.0,0,17,0,647.8181818181819,0
1787,11.11111111111111,9,0.0,0,1,0,2,0,0,0,2,2,1.0,0,3,0,208.0,0
1788,0.0,40,0.0,0,0,0,1,0,0,2,2,2,1.0,1,2,0,1291.428571428571,1
1789,0.0,158,0.0,0,0,0,14,0,0,0,41,41,1.0,7,20,0,1783.5,0
1790,0.0,57,0.0,2,0,0,6,2,0,0,9,5,0.3333333333333333,6,18,0,121.0,1
1791,0.0,32,0.0,1,0,0,3,1,0,0,5,3,0.3333333333333333,3,8,0,121.0,1
1792,0.0,7,0.0,0,0,0,1,0,0,0,1,1,1.0,0,6,0,587.6,0
1793,0.0,25,0.0,4,0,0,4,0,0,1,4,0,0.0,4,4,0,980.8571428571428,0
1794,0.0,237,0.0,4,0,0,26,4,0,3,46,34,0.6923076923076923,23,49,0,285.45454545454544,0
1795,0.0,24,0.0,1,0,0,3,1,0,2,3,1,0.3333333333333333,3,3,0,1671.0,1
1796,0.0,261,0.0,6,0,0,33,3,0,7,54,45,0.7272727272727273,28,83,0,829.8,1
1797,0.0,21,0.0,0,0,0,1,0,0,0,3,3,1.0,1,10,0,427.3333333333333,0
1798,0.0,46,0.0,3,0,0,5,0,0,3,7,4,0.4,4,9,0,204.0,0
1799,0.0,357,0.0,0,0,0,41,0,0,6,73,73,1.0,30,222,0,1592.0,0
1800,0.0,29,0.0,0,0,0,2,0,0,0,5,5,1.0,1,15,0,21.0,0
1801,0.0,212,0.0,0,0,0,6,0,7,1,42,42,1.0,5,97,0,1220.6,0
1802,0.0,27,0.0,3,0,0,3,0,0,3,3,0,0.0,3,3,0,121.0,1
1803,0.0,70,0.0,0,0,0,8,0,1,0,13,13,1.0,7,30,0,1447.0,0
1804,0.0,102,0.0,0,0,0,50,0,0,0,50,50,1.0,0,50,0,122.0,0
1805,0.0,14,0.0,1,0,0,1,0,0,2,1,0,0.0,1,1,0,519.0,0
1806,0.0,148,0.0,0,0,0,9,0,0,5,28,28,1.0,5,77,0,121.0,0
1807,0.0,26,0.0,1,0,0,2,0,0,1,2,1,0.5,2,15,0,2627.6666666666665,0
1808,0.0,43,0.0,0,0,0,5,0,0,0,11,11,1.0,3,22,0,1592.3,0
1809,0.0,71,0.0,0,0,0,3,0,0,1,18,18,1.0,0,32,0,721.0,0
1810,0.0,107,0.0,4,0,0,8,0,2,5,15,11,0.5,8,40,0,661.5,0
1811,0.3460207612456747,289,0.0,4,1,0,22,0,0,14,45,41,0.8181818181818182,12,113,0,981.5,0
1812,0.0,442,0.0,0,0,0,16,4,3,2,129,123,0.75,5,34,0,49.0,0
1813,0.0,10,0.0,0,0,0,1,0,0,0,2,2,1.0,1,7,0,939.0,0
1814,0.0,35,0.0,4,0,0,5,0,0,3,6,1,0.2,5,7,0,972.2,1
1815,0.0,64,0.0,0,0,0,7,0,0,2,13,13,1.0,1,21,0,1364.75,0
1816,0.0,113,0.0,9,0,0,19,8,0,11,21,3,0.1052631578947368,19,29,0,5930.666666666667,0
1817,0.0,41,0.0,0,0,0,2,0,0,4,7,7,1.0,2,5,0,112.5,0
1818,0.0,241,0.0,0,0,0,7,0,0,0,10,10,1.0,7,266,0,770.3333333333334,0
1819,0.0,15,0.0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,286.75,0
1820,0.0,108,0.0,12,0,0,13,0,0,10,14,2,0.0769230769230769,13,17,0,1034.6666666666667,2
1821,0.0,13,0.0,0,0,0,1,0,0,0,3,3,1.0,1,8,0,140.0,0
1822,0.0,26,0.0,0,0,0,2,0,0,0,5,5,1.0,2,9,0,323.0,0
1823,0.0,26,0.0,0,0,0,3,0,0,0,5,5,1.0,0,11,0,1953.0,0
1824,0.0,11,0.0,0,0,0,1,0,0,0,2,2,1.0,1,7,0,242.5,0
1825,0.0,295,0.0,0,0,0,23,0,0,18,50,50,1.0,14,276,0,79.11111111111111,0
1826,0.0,40,0.0,0,0,0,1,0,0,0,6,6,1.0,1,33,0,355.25,0
1827,0.0,110,0.0,7,0,0,15,7,0,0,19,5,0.0666666666666666,15,27,0,121.0,2
1828,0.0,16,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,1515.0,0
1829,0.0,45,0.0,0,0,0,3,0,0,4,5,5,1.0,1,15,0,150.0,0
1830,0.0,97,0.0,0,0,0,5,0,0,0,13,13,1.0,4,26,0,1214.3125,0
1831,0.0,35,0.0,1,0,0,5,0,0,1,5,4,0.8,4,7,0,2761.5,0
1832,0.0,32,0.0,3,0,0,6,3,0,3,6,0,0.0,6,6,0,236.0,2
1833,0.0,47,2.127659574468085,1,0,1,4,1,0,2,4,2,0.5,4,29,0,206.0,0
1834,0.0,71,0.0,0,0,0,7,0,0,0,16,16,1.0,6,62,0,70.0,0
1835,0.0,317,0.0,25,0,0,55,3,0,6,65,37,0.4909090909090909,53,90,0,31.666666666666668,2
1836,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0,417.5,0
1837,0.0,13,0.0,0,0,0,1,0,0,1,1,1,1.0,1,3,0,840.25,0
1838,0.0,59,0.0,4,0,0,11,0,0,0,15,11,0.6363636363636364,9,24,0,377.6666666666667,0
1839,0.0,53,0.0,0,0,0,2,0,0,0,10,10,1.0,1,44,0,193.9333333333333,0
1840,0.0,13,0.0,1,0,0,2,0,0,0,2,1,0.5,1,4,0,34.333333333333336,0
1841,0.0,24,0.0,0,0,0,1,0,0,3,2,2,1.0,1,4,0,177.0,0
1842,0.0,16,0.0,0,0,0,1,0,0,2,1,1,1.0,1,6,0,116.33333333333331,0
1843,0.0,843,0.0,0,0,0,42,0,0,7,212,212,1.0,37,240,0,1380.0,0
1844,0.0,10,0.0,0,0,0,4,0,0,0,4,4,1.0,0,4,0,736.3333333333334,0
1845,0.0,123,0.0,1,0,0,18,0,0,3,25,24,0.9444444444444444,16,51,0,635.6666666666666,0
1846,0.0,45,0.0,0,0,0,5,0,0,0,6,6,1.0,5,24,0,2391.0,0
1847,0.0,48,0.0,0,0,0,2,0,0,0,11,11,1.0,2,19,0,323.0,0
1848,0.0,17,0.0,0,0,0,1,0,0,2,1,1,1.0,1,4,0,3578.333333333333,0
1849,0.0,114,0.0,0,0,0,3,0,0,19,27,27,1.0,3,28,0,1.0,0
1850,2.727272727272727,110,0.0,0,3,0,8,0,0,3,17,17,1.0,2,51,3,133.66666666666666,0
1851,0.0,17,0.0,0,0,0,3,0,0,0,3,3,1.0,3,3,0,1905.6666666666667,0
1852,0.0,15,0.0,0,0,0,3,0,0,0,3,3,1.0,3,3,0,933.6,0
1853,0.0,68,0.0,1,0,0,4,0,0,0,12,11,0.75,4,26,0,997.6666666666666,0
1854,0.0,14,0.0,0,0,0,0,0,1,0,0,0,0.0,0,2,0,713.0,0
1855,0.0,92,0.0,2,0,0,5,0,5,3,14,12,0.6,4,33,0,9.333333333333334,0
1856,0.0,38,0.0,0,0,0,2,0,0,0,6,6,1.0,2,18,0,84.16666666666667,0
1857,0.0,19,0.0,2,0,0,2,0,0,1,2,0,0.0,2,3,0,1328.0,1
1858,0.0,95,0.0,0,0,0,4,0,0,18,8,8,1.0,2,75,1,148.83333333333334,0
1859,0.0,32,0.0,0,0,0,4,0,0,1,6,6,1.0,4,14,0,414.5,0
1860,3.333333333333333,30,3.333333333333333,0,1,1,1,0,0,4,4,4,1.0,0,8,0,435.0,0
1861,0.0,98,0.0,6,0,0,15,7,0,0,17,4,0.1333333333333333,15,15,11,4294.5,2
1862,6.666666666666667,45,0.0,0,3,0,9,0,0,0,9,9,1.0,6,12,0,933.6,0
1863,0.0,36,0.0,0,0,0,2,0,0,0,14,14,1.0,2,4,0,212.0,0
1864,0.0,107,0.0,3,0,0,13,0,0,5,18,15,0.7692307692307693,12,51,0,738.0,0
1865,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0,1576.0,0
1866,0.4854368932038835,206,0.0,2,1,0,35,0,2,5,44,42,0.9428571428571428,21,71,0,221.75,0
1867,0.0,116,0.0,2,0,0,21,0,0,0,23,21,0.9047619047619048,20,38,0,12871.0,0
1868,0.0,12,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,3829.0,0
1869,0.0,13,0.0,1,0,0,1,0,0,1,1,0,0.0,1,1,0,1.0,2
1870,0.0,10,0.0,1,0,0,2,0,0,0,2,1,0.5,1,2,0,658.1666666666666,0
1871,0.0,17,0.0,0,0,0,6,0,0,0,6,6,1.0,6,6,0,129.88888888888889,0
1872,0.0,32,0.0,0,0,0,4,0,0,1,8,8,1.0,4,6,0,645.7142857142857,0
1873,0.0,42,0.0,1,0,0,4,0,0,0,10,9,0.75,4,13,0,926.0,0
1874,0.0,13,0.0,1,0,0,2,0,0,1,3,2,0.5,2,4,0,23.5,0
1875,0.0,48,0.0,0,0,0,2,0,0,0,8,8,1.0,1,30,0,7.0,0
1876,0.0,24,0.0,0,0,0,1,0,0,0,4,4,1.0,1,19,0,246.33333333333331,0
1877,0.0,24,0.0,0,0,0,3,1,0,1,3,2,0.6666666666666666,3,14,0,13.0,0
1878,0.0,60,0.0,1,0,0,7,0,6,1,11,10,0.8571428571428571,6,23,2,1415.9,0
1879,0.0,32,0.0,3,0,0,6,3,0,3,6,0,0.0,6,6,0,25.666666666666668,2
1880,12.5,8,0.0,0,1,0,0,0,0,0,0,0,0.0,0,8,0,165.0,0
1881,0.0,8,0.0,0,0,0,1,0,0,0,1,1,1.0,1,10,0,20.0,0
1882,0.0,12,0.0,0,0,0,1,0,0,0,1,1,1.0,1,3,0,873.3333333333334,0
1883,0.0,70,0.0,0,0,0,2,0,0,1,8,8,1.0,2,46,0,309.7142857142857,0
1884,0.0,24,0.0,0,0,0,1,0,0,2,2,2,1.0,1,4,0,273.6666666666667,0
1885,0.0,25,0.0,0,0,0,1,0,0,1,1,1,1.0,0,9,0,914.25,0
1886,0.0,118,0.0,0,0,0,7,0,0,6,24,24,1.0,5,58,0,2205.0,0
1887,0.0,13,0.0,0,0,0,1,0,0,1,1,1,1.0,1,2,0,1324.75,0
1888,0.0,85,0.0,3,0,0,10,0,0,4,14,11,0.7,6,25,0,314.5,0
1889,0.0,19,10.526315789473683,0,0,2,2,0,0,0,3,3,1.0,1,12,0,2231.5,0
1890,0.0,17,0.0,0,0,0,1,0,0,1,1,1,1.0,1,2,0,112.0,0
1891,0.0,51,0.0,0,0,0,7,0,0,1,10,10,1.0,5,13,0,3829.0,0
1892,0.0,14,0.0,0,0,0,6,0,0,0,6,6,1.0,0,6,0,172.5,0
1893,0.0,56,0.0,0,0,0,6,2,0,3,10,8,0.6666666666666666,4,14,0,434.6666666666667,0
1894,0.0,24,0.0,1,0,0,2,0,0,2,4,3,0.5,2,5,0,1105.0,1
1895,0.0,23,0.0,2,0,0,4,2,0,2,4,0,0.0,4,4,0,2944.5,2
1896,0.0,581,0.0,0,0,0,35,0,0,12,133,133,1.0,2,113,0,184.0,0
1897,0.0,175,0.0,5,0,0,11,0,0,6,33,28,0.5454545454545454,8,52,0,62.625,0
1898,0.0,67,0.0,2,0,0,8,0,0,0,11,9,0.75,7,17,0,1429.6,0
1899,0.0,91,0.0,10,0,0,16,6,0,9,16,0,0.0,16,18,0,659.0,2
1900,0.0,36,0.0,1,0,0,2,0,0,1,9,8,0.5,2,12,0,23.5,0
1901,0.0,29,0.0,0,0,0,1,0,0,5,1,1,1.0,1,6,0,4113.0,0
1902,0.0,25,0.0,1,0,0,2,0,0,1,3,2,0.5,2,9,0,5.333333333333333,0
1903,0.0,18,0.0,0,0,0,1,0,0,3,1,1,1.0,0,2,0,158.5,0
1904,0.0,34,0.0,0,0,0,4,0,0,0,6,6,1.0,4,15,0,163.75,0
1905,0.0,98,0.0,5,0,0,17,0,0,2,17,12,0.7058823529411765,15,20,0,921.0,0
1906,0.0,34,0.0,0,0,0,6,0,0,0,7,7,1.0,6,16,0,495.0,0
1907,0.0,46,0.0,3,0,0,6,0,0,1,7,4,0.5,5,10,0,7648.0,1
1908,0.0,1174,0.0,4,0,0,78,0,2,16,256,252,0.9487179487179488,41,554,0,130.5,0
1909,0.0,337,0.0,0,0,0,18,0,0,14,74,74,1.0,0,128,0,974.5,0
1910,0.0,817,0.0,2,0,0,44,0,0,1,223,221,0.9545454545454546,41,251,0,3444.0,0
1911,0.0,135,0.0,12,0,0,26,11,0,13,27,4,0.1153846153846153,26,28,0,141.0,2
1912,0.0,14,0.0,0,0,0,1,0,0,1,1,1,1.0,1,4,0,268.8,0
1913,0.0,21,0.0,1,0,0,3,1,0,1,4,2,0.3333333333333333,3,9,0,5451.0,0
1914,0.0,41,0.0,0,0,0,3,0,0,1,7,7,1.0,1,19,0,1713.0,0
1915,0.0,92,0.0,2,0,0,7,0,0,4,9,7,0.7142857142857143,7,34,0,164.4,0
1916,0.0,89,0.0,2,0,0,7,0,0,9,12,10,0.7142857142857143,5,27,0,215.5,0
1917,0.0,87,0.0,7,0,0,13,5,0,7,16,4,0.0769230769230769,13,29,0,7246.0,2
1918,0.0,50,0.0,3,0,0,7,3,0,0,7,1,0.1428571428571428,7,12,0,121.0,1
1919,0.0,874,0.0,3,0,0,61,1,5,22,141,137,0.9344262295081968,39,358,0,847.7777777777778,0
1920,0.0,12,0.0,1,0,0,2,0,0,0,2,1,0.5,2,3,0,33.0,0
1921,0.0,75,0.0,1,0,0,6,0,3,4,12,11,0.8333333333333334,0,16,0,35.25,0
1922,0.0,42,0.0,1,0,0,4,0,0,1,6,5,0.75,4,14,0,216.75,0
1923,0.0,30,0.0,5,0,0,9,0,0,0,9,4,0.4444444444444444,0,9,0,65.0,0
1924,0.0,14,0.0,0,0,0,1,0,0,0,1,1,1.0,1,9,0,67.0,0
1925,0.0,220,0.0,2,0,0,25,0,0,0,40,38,0.92,6,46,0,1063.8333333333333,0
1926,0.0,15,0.0,1,0,0,1,0,0,0,1,0,0.0,1,2,0,2331.285714285714,0
1927,0.0,16,0.0,1,0,0,1,0,0,1,1,0,0.0,1,2,0,170.0,0
1928,0.0,79,0.0,0,0,0,6,0,0,6,10,10,1.0,6,36,0,511.75,0
1929,0.0,78,0.0,0,0,0,4,0,0,0,15,15,1.0,4,42,0,1720.3333333333333,0
1930,0.0,20,0.0,0,0,0,1,0,0,1,3,3,1.0,1,8,0,248.0,0
1931,0.0,28,0.0,1,0,0,3,0,0,2,6,5,0.6666666666666666,3,3,0,188.96,0
1932,0.0,38,0.0,1,0,0,3,0,0,0,8,7,0.6666666666666666,3,13,0,890.0,0
1933,0.0,28,0.0,0,0,0,1,0,0,1,4,4,1.0,1,22,0,11.0,0
1934,0.0,24,0.0,2,0,0,3,0,0,1,3,1,0.3333333333333333,3,5,0,892.1111111111111,0
1935,0.0,14,0.0,0,0,0,1,0,0,1,1,1,1.0,1,3,0,869.5555555555555,0
1936,0.0,37,0.0,4,0,0,4,0,0,5,4,0,0.0,4,7,1,1660.5,0
1937,0.0,236,0.0,16,0,0,32,0,0,7,43,27,0.5,32,53,0,999.0,0
1938,0.0,81,0.0,2,0,0,9,1,0,1,16,13,0.6666666666666666,6,30,0,2691.8,0
1939,0.0,56,0.0,1,0,0,3,0,0,7,9,8,0.6666666666666666,3,8,0,637.375,0
1940,0.0,14,0.0,0,0,0,1,0,0,0,1,1,1.0,1,4,0,1038.0,0
1941,0.0,42,0.0,4,0,0,8,4,0,4,8,0,0.0,8,8,0,13.5,2
1942,0.9345794392523364,214,0.0,0,2,0,10,0,0,8,43,43,1.0,3,97,0,269.8333333333333,0
1943,0.0,9,0.0,0,0,0,1,0,0,0,1,1,1.0,0,9,0,1267.0,0
