id,LambdaDensity,LinesOfCodeInClass,MethodReferenceDensity,NumberOfAccessorMethods,NumberOfLambdaExpressionsInClass,NumberOfMethodReferencesPerClass,NumberOfMethods,NumberOfMutatorMethods,NumberOfPublicFields,NumberOfPrivateFields,WeightedMethodsPerClass,WeightedMethodsPerClassWithoutAccessorAndMutatorMethods,WeightOfClass,NumberOfPublicMethods,ResponseForClass,NumberOfAnnotations,AverageTimeBetweenChanges,Severity
1789,0.0,158,0.0,0,0,0,14,0,0,0,41,41,1.0,7,20,0,165,0
1790,0.0,57,0.0,2,0,0,6,2,0,0,9,5,0.3333333333333333,6,18,0,2,1
1791,0.0,32,0.0,1,0,0,3,1,0,0,5,3,0.3333333333333333,3,8,0,2,1
1792,0.0,7,0.0,0,0,0,1,0,0,0,1,1,1.0,0,6,0,33,0
1793,0.0,25,0.0,4,0,0,4,0,0,1,4,0,0.0,4,4,0,33,0
1794,0.0,237,0.0,4,0,0,26,4,0,3,46,34,0.6923076923076923,23,49,0,78,0
1795,0.0,24,0.0,1,0,0,3,1,0,2,3,1,0.3333333333333333,3,3,0,46,1
1796,0.0,261,0.0,6,0,0,33,3,0,7,54,45,0.7272727272727273,28,83,0,50,1
1797,0.0,21,0.0,0,0,0,1,0,0,0,3,3,1.0,1,10,0,61,0
1798,0.0,46,0.0,3,0,0,5,0,0,3,7,4,0.4,4,9,0,60,0
1799,0.0,357,0.0,0,0,0,41,0,0,6,73,73,1.0,30,222,0,497,0
1800,0.0,29,0.0,0,0,0,2,0,0,0,5,5,1.0,1,15,0,62,0
1801,0.0,212,0.0,0,0,0,6,0,7,1,42,42,1.0,5,97,0,66,0
1802,0.0,27,0.0,3,0,0,3,0,0,3,3,0,0.0,3,3,0,2,1
1803,0.0,70,0.0,0,0,0,8,0,1,0,13,13,1.0,7,30,0,250,0
1804,0.0,102,0.0,0,0,0,50,0,0,0,50,50,1.0,0,50,0,0,0
1805,0.0,14,0.0,1,0,0,1,0,0,2,1,0,0.0,1,1,0,206,0
1806,0.0,148,0.0,0,0,0,9,0,0,5,28,28,1.0,5,77,0,2,0
1807,0.0,26,0.0,1,0,0,2,0,0,1,2,1,0.5,2,15,0,115,0
1808,0.0,43,0.0,0,0,0,5,0,0,0,11,11,1.0,3,22,0,74,0
1809,0.0,71,0.0,0,0,0,3,0,0,1,18,18,1.0,0,32,0,361,0
1810,0.0,107,0.0,4,0,0,8,0,2,5,15,11,0.5,8,40,0,52,0
1811,0.3460207612456747,289,0.0,4,1,0,22,0,0,14,45,41,0.8181818181818182,12,113,0,45,0
1812,0.0,442,0.0,0,0,0,16,4,3,2,129,123,0.75,5,34,0,88,0
1813,0.0,10,0.0,0,0,0,1,0,0,0,2,2,1.0,1,7,0,38,0
1814,0.0,35,0.0,4,0,0,5,0,0,3,6,1,0.2,5,7,0,28,1
1815,0.0,64,0.0,0,0,0,7,0,0,2,13,13,1.0,1,21,0,232,0
1816,0.0,113,0.0,9,0,0,19,8,0,11,21,3,0.1052631578947368,19,29,0,193,0
1817,0.0,41,0.0,0,0,0,2,0,0,4,7,7,1.0,2,5,0,7,0
1818,0.0,241,0.0,0,0,0,7,0,0,0,10,10,1.0,7,266,0,31,0
1819,0.0,15,0.0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0
1820,0.0,108,0.0,12,0,0,13,0,0,10,14,2,0.0769230769230769,13,17,0,64,2
1821,0.0,13,0.0,0,0,0,1,0,0,0,3,3,1.0,1,8,0,24,0
1822,0.0,26,0.0,0,0,0,2,0,0,0,5,5,1.0,2,9,0,5,0
1823,0.0,26,0.0,0,0,0,3,0,0,0,5,5,1.0,0,11,0,253,0
1824,0.0,11,0.0,0,0,0,1,0,0,0,2,2,1.0,1,7,0,51,0
1825,0.0,295,0.0,0,0,0,23,0,0,18,50,50,1.0,14,276,0,17,0
1826,0.0,40,0.0,0,0,0,1,0,0,0,6,6,1.0,1,33,0,114,0
1827,0.0,110,0.0,7,0,0,15,7,0,0,19,5,0.0666666666666666,15,27,0,2,2
1828,0.0,16,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,16,0
1829,0.0,45,0.0,0,0,0,3,0,0,4,5,5,1.0,1,15,0,147,0
1830,0.0,97,0.0,0,0,0,5,0,0,0,13,13,1.0,4,26,0,51,0
1831,0.0,35,0.0,1,0,0,5,0,0,1,5,4,0.8,4,7,0,204,0
1832,0.0,32,0.0,3,0,0,6,3,0,3,6,0,0.0,6,6,0,61,2
1833,0.0,47,2.127659574468085,1,0,1,4,1,0,2,4,2,0.5,4,29,0,28,0
1834,0.0,71,0.0,0,0,0,7,0,0,0,16,16,1.0,6,62,0,104,0
1835,0.0,317,0.0,25,0,0,55,3,0,6,65,37,0.4909090909090909,53,90,0,161,2
1836,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0,15,0
1837,0.0,13,0.0,0,0,0,1,0,0,1,1,1,1.0,1,3,0,98,0
1838,0.0,59,0.0,4,0,0,11,0,0,0,15,11,0.6363636363636364,9,24,0,221,0
1839,0.0,53,0.0,0,0,0,2,0,0,0,10,10,1.0,1,44,0,30,0
1840,0.0,13,0.0,1,0,0,2,0,0,0,2,1,0.5,1,4,0,50,0
1841,0.0,24,0.0,0,0,0,1,0,0,3,2,2,1.0,1,4,0,25,0
1842,0.0,16,0.0,0,0,0,1,0,0,2,1,1,1.0,1,6,0,69,0
1843,0.0,843,0.0,0,0,0,42,0,0,7,212,212,1.0,37,240,0,4,0
1844,0.0,10,0.0,0,0,0,4,0,0,0,4,4,1.0,0,4,0,291,0
1845,0.0,123,0.0,1,0,0,18,0,0,3,25,24,0.9444444444444444,16,51,0,99,0
1846,0.0,45,0.0,0,0,0,5,0,0,0,6,6,1.0,5,24,0,155,0
1847,0.0,48,0.0,0,0,0,2,0,0,0,11,11,1.0,2,19,0,5,0
1848,0.0,17,0.0,0,0,0,1,0,0,2,1,1,1.0,1,4,0,0,0
1849,0.0,114,0.0,0,0,0,3,0,0,19,27,27,1.0,3,28,0,0,0
1850,2.727272727272727,110,0.0,0,3,0,8,0,0,3,17,17,1.0,2,51,3,115,0
1851,0.0,17,0.0,0,0,0,3,0,0,0,3,3,1.0,3,3,0,19,0
1852,0.0,15,0.0,0,0,0,3,0,0,0,3,3,1.0,3,3,0,156,0
1853,0.0,68,0.0,1,0,0,4,0,0,0,12,11,0.75,4,26,0,180,0
1854,0.0,14,0.0,0,0,0,0,0,1,0,0,0,0.0,0,2,0,271,0
1855,0.0,92,0.0,2,0,0,5,0,5,3,14,12,0.6,4,33,0,8,0
1856,0.0,38,0.0,0,0,0,2,0,0,0,6,6,1.0,2,18,0,155,0
1857,0.0,19,0.0,2,0,0,2,0,0,1,2,0,0.0,2,3,0,33,1
1858,0.0,95,0.0,0,0,0,4,0,0,18,8,8,1.0,2,75,1,87,0
1859,0.0,32,0.0,0,0,0,4,0,0,1,6,6,1.0,4,14,0,7,0
1860,3.333333333333333,30,3.333333333333333,0,1,1,1,0,0,4,4,4,1.0,0,8,0,94,0
1861,0.0,98,0.0,6,0,0,15,7,0,0,17,4,0.1333333333333333,15,15,11,105,2
1862,6.666666666666667,45,0.0,0,3,0,9,0,0,0,9,9,1.0,6,12,0,171,0
1863,0.0,36,0.0,0,0,0,2,0,0,0,14,14,1.0,2,4,0,151,0
1864,0.0,107,0.0,3,0,0,13,0,0,5,18,15,0.7692307692307693,12,51,0,61,0
1865,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0,0,0
1866,0.4854368932038835,206,0.0,2,1,0,35,0,2,5,44,42,0.9428571428571428,21,71,0,61,0
1867,0.0,116,0.0,2,0,0,21,0,0,0,23,21,0.9047619047619048,20,38,0,327,0
1868,0.0,12,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,510,0
1869,0.0,13,0.0,1,0,0,1,0,0,1,1,0,0.0,1,1,0,0,2
1870,0.0,10,0.0,1,0,0,2,0,0,0,2,1,0.5,1,2,0,222,0
1871,0.0,17,0.0,0,0,0,6,0,0,0,6,6,1.0,6,6,0,64,0
1872,0.0,32,0.0,0,0,0,4,0,0,1,8,8,1.0,4,6,0,113,0
1873,0.0,42,0.0,1,0,0,4,0,0,0,10,9,0.75,4,13,0,35,0
1874,0.0,13,0.0,1,0,0,2,0,0,1,3,2,0.5,2,4,0,65,0
1875,0.0,48,0.0,0,0,0,2,0,0,0,8,8,1.0,1,30,0,40,0
1876,0.0,24,0.0,0,0,0,1,0,0,0,4,4,1.0,1,19,0,601,0
1877,0.0,24,0.0,0,0,0,3,1,0,1,3,2,0.6666666666666666,3,14,0,75,0
1878,0.0,60,0.0,1,0,0,7,0,6,1,11,10,0.8571428571428571,6,23,2,63,0
1879,0.0,32,0.0,3,0,0,6,3,0,3,6,0,0.0,6,6,0,85,2
1880,12.5,8,0.0,0,1,0,0,0,0,0,0,0,0.0,0,8,0,38,0
1881,0.0,8,0.0,0,0,0,1,0,0,0,1,1,1.0,1,10,0,240,0
1882,0.0,12,0.0,0,0,0,1,0,0,0,1,1,1.0,1,3,0,132,0
1883,0.0,70,0.0,0,0,0,2,0,0,1,8,8,1.0,2,46,0,186,0
1884,0.0,24,0.0,0,0,0,1,0,0,2,2,2,1.0,1,4,0,412,0
1885,0.0,25,0.0,0,0,0,1,0,0,1,1,1,1.0,0,9,0,56,0
1886,0.0,118,0.0,0,0,0,7,0,0,6,24,24,1.0,5,58,0,214,0
1887,0.0,13,0.0,0,0,0,1,0,0,1,1,1,1.0,1,2,0,184,0
1888,0.0,85,0.0,3,0,0,10,0,0,4,14,11,0.7,6,25,0,70,0
1889,0.0,19,10.526315789473683,0,0,2,2,0,0,0,3,3,1.0,1,12,0,24,0
1890,0.0,17,0.0,0,0,0,1,0,0,1,1,1,1.0,1,2,0,20,0
1891,0.0,51,0.0,0,0,0,7,0,0,1,10,10,1.0,5,13,0,714,0
1892,0.0,14,0.0,0,0,0,6,0,0,0,6,6,1.0,0,6,0,29,0
1893,0.0,56,0.0,0,0,0,6,2,0,3,10,8,0.6666666666666666,4,14,0,40,0
1894,0.0,24,0.0,1,0,0,2,0,0,2,4,3,0.5,2,5,0,12,1
1895,0.0,23,0.0,2,0,0,4,2,0,2,4,0,0.0,4,4,0,622,2
1896,0.0,581,0.0,0,0,0,35,0,0,12,133,133,1.0,2,113,0,35,0
1897,0.0,175,0.0,5,0,0,11,0,0,6,33,28,0.5454545454545454,8,52,0,149,0
1898,0.0,67,0.0,2,0,0,8,0,0,0,11,9,0.75,7,17,0,141,0
1899,0.0,91,0.0,10,0,0,16,6,0,9,16,0,0.0,16,18,0,0,2
1900,0.0,36,0.0,1,0,0,2,0,0,1,9,8,0.5,2,12,0,65,0
1901,0.0,29,0.0,0,0,0,1,0,0,5,1,1,1.0,1,6,0,34,0
1902,0.0,25,0.0,1,0,0,2,0,0,1,3,2,0.5,2,9,0,33,0
1903,0.0,18,0.0,0,0,0,1,0,0,3,1,1,1.0,0,2,0,2,0
1904,0.0,34,0.0,0,0,0,4,0,0,0,6,6,1.0,4,15,0,248,0
1905,0.0,98,0.0,5,0,0,17,0,0,2,17,12,0.7058823529411765,15,20,0,237,0
1906,0.0,34,0.0,0,0,0,6,0,0,0,7,7,1.0,6,16,0,0,0
1907,0.0,46,0.0,3,0,0,6,0,0,1,7,4,0.5,5,10,0,260,1
1908,0.0,1174,0.0,4,0,0,78,0,2,16,256,252,0.9487179487179488,41,554,0,31,0
1909,0.0,337,0.0,0,0,0,18,0,0,14,74,74,1.0,0,128,0,411,0
1910,0.0,817,0.0,2,0,0,44,0,0,1,223,221,0.9545454545454546,41,251,0,3,0
1911,0.0,135,0.0,12,0,0,26,11,0,13,27,4,0.1153846153846153,26,28,0,28,2
1912,0.0,14,0.0,0,0,0,1,0,0,1,1,1,1.0,1,4,0,435,0
1913,0.0,21,0.0,1,0,0,3,1,0,1,4,2,0.3333333333333333,3,9,0,184,0
1914,0.0,41,0.0,0,0,0,3,0,0,1,7,7,1.0,1,19,0,9,0
1915,0.0,92,0.0,2,0,0,7,0,0,4,9,7,0.7142857142857143,7,34,0,32,0
1916,0.0,89,0.0,2,0,0,7,0,0,9,12,10,0.7142857142857143,5,27,0,8,0
1917,0.0,87,0.0,7,0,0,13,5,0,7,16,4,0.0769230769230769,13,29,0,179,2
1918,0.0,50,0.0,3,0,0,7,3,0,0,7,1,0.1428571428571428,7,12,0,2,1
1919,0.0,874,0.0,3,0,0,61,1,5,22,141,137,0.9344262295081968,39,358,0,24,0
1920,0.0,12,0.0,1,0,0,2,0,0,0,2,1,0.5,2,3,0,70,0
1921,0.0,75,0.0,1,0,0,6,0,3,4,12,11,0.8333333333333334,0,16,0,283,0
1922,0.0,42,0.0,1,0,0,4,0,0,1,6,5,0.75,4,14,0,206,0
1923,0.0,30,0.0,5,0,0,9,0,0,0,9,4,0.4444444444444444,0,9,0,19,0
1924,0.0,14,0.0,0,0,0,1,0,0,0,1,1,1.0,1,9,0,14,0
1925,0.0,220,0.0,2,0,0,25,0,0,0,40,38,0.92,6,46,0,230,0
1926,0.0,15,0.0,1,0,0,1,0,0,0,1,0,0.0,1,2,0,25,0
1927,0.0,16,0.0,1,0,0,1,0,0,1,1,0,0.0,1,2,0,154,0
1928,0.0,79,0.0,0,0,0,6,0,0,6,10,10,1.0,6,36,0,127,0
1929,0.0,78,0.0,0,0,0,4,0,0,0,15,15,1.0,4,42,0,59,0
1930,0.0,20,0.0,0,0,0,1,0,0,1,3,3,1.0,1,8,0,189,0
1931,0.0,28,0.0,1,0,0,3,0,0,2,6,5,0.6666666666666666,3,3,0,24,0
1932,0.0,38,0.0,1,0,0,3,0,0,0,8,7,0.6666666666666666,3,13,0,180,0
1933,0.0,28,0.0,0,0,0,1,0,0,1,4,4,1.0,1,22,0,0,0
1934,0.0,24,0.0,2,0,0,3,0,0,1,3,1,0.3333333333333333,3,5,0,36,0
1935,0.0,14,0.0,0,0,0,1,0,0,1,1,1,1.0,1,3,0,115,0
1936,0.0,37,0.0,4,0,0,4,0,0,5,4,0,0.0,4,7,1,132,0
1937,0.0,236,0.0,16,0,0,32,0,0,7,43,27,0.5,32,53,0,45,0
1938,0.0,81,0.0,2,0,0,9,1,0,1,16,13,0.6666666666666666,6,30,0,139,0
1939,0.0,56,0.0,1,0,0,3,0,0,7,9,8,0.6666666666666666,3,8,0,72,0
1940,0.0,14,0.0,0,0,0,1,0,0,0,1,1,1.0,1,4,0,698,0
1941,0.0,42,0.0,4,0,0,8,4,0,4,8,0,0.0,8,8,0,133,2
1942,0.9345794392523364,214,0.0,0,2,0,10,0,0,8,43,43,1.0,3,97,0,39,0
1943,0.0,9,0.0,0,0,0,1,0,0,0,1,1,1.0,0,9,0,135,0
1944,0.0,50,0.0,8,0,0,8,0,0,8,8,0,0.0,8,24,0,104,0
1945,0.0,114,0.0,2,0,0,6,1,0,5,18,15,0.5,3,60,0,476,0
1946,0.0,59,0.0,0,0,0,8,0,0,4,10,10,1.0,6,29,0,293,0
1947,0.0,73,0.0,0,0,0,3,0,0,0,19,19,1.0,1,25,0,376,0
1948,0.0,60,0.0,4,0,0,9,0,0,3,9,5,0.5555555555555556,4,10,0,37,0
1949,0.0,157,0.0,0,0,0,8,0,0,2,36,36,1.0,1,81,0,39,0
1950,0.0,176,0.0,7,0,0,19,7,0,1,50,36,0.2631578947368421,19,42,11,97,0
1951,0.0,68,1.4705882352941178,1,0,1,5,0,1,3,9,8,0.8,3,22,0,133,0
1952,0.0,18,0.0,1,0,0,1,0,0,1,1,0,0.0,1,1,0,44,0
1953,0.0,70,0.0,0,0,0,3,0,0,2,15,15,1.0,2,23,0,334,0
1954,0.0,14,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,157,0
1955,0.0,23,0.0,2,0,0,4,0,0,0,4,2,0.5,4,5,0,55,0
1956,0.0,119,0.0,1,0,0,8,0,4,13,18,17,0.875,6,164,0,107,0
1957,0.0,46,0.0,4,0,0,7,2,0,3,13,5,0.1428571428571428,7,7,0,203,1
1958,0.0,116,0.0,0,0,0,4,0,0,6,12,12,1.0,2,46,0,148,0
1959,0.0,76,0.0,2,0,0,3,0,0,2,18,16,0.3333333333333333,3,55,0,142,0
1960,0.0,120,0.0,0,0,0,12,0,0,1,25,25,1.0,12,41,0,118,0
1961,0.0,16,0.0,0,0,0,7,0,0,0,7,7,1.0,0,7,0,284,0
1962,0.0,63,0.0,0,0,0,2,0,0,4,9,9,1.0,1,32,0,11,0
1963,0.0,140,0.0,1,0,0,3,0,0,9,51,50,0.6666666666666666,1,101,0,89,0
1964,0.0,32,0.0,0,0,0,1,0,0,1,6,6,1.0,1,9,0,8,0
1965,0.0,69,0.0,1,0,0,7,0,0,6,8,7,0.8571428571428571,3,14,0,302,0
1966,0.0,99,0.0,0,0,0,10,0,0,0,12,12,1.0,10,22,0,0,0
1967,10.256410256410255,39,0.0,0,4,0,0,0,0,0,0,0,0.0,0,8,0,0,0
1968,0.0,235,0.0,3,0,0,23,2,0,15,35,30,0.782608695652174,16,78,0,81,0
1969,0.0,34,0.0,0,0,0,1,0,0,0,9,9,1.0,1,3,0,59,0
1970,0.0,25,0.0,0,0,0,3,0,0,1,4,4,1.0,3,4,0,151,0
1971,0.0,16,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,645,0
1972,0.0,32,0.0,0,0,0,1,0,0,2,4,4,1.0,1,6,0,141,0
1973,0.0,8,0.0,0,0,0,1,0,0,0,1,1,1.0,1,3,0,99,0
1974,0.0,243,0.0,2,0,0,7,0,14,0,20,18,0.7142857142857143,6,70,0,68,0
1975,0.0,131,0.0,9,0,0,27,0,0,0,27,18,0.6666666666666666,27,53,0,0,0
1976,0.0,354,0.0,1,0,0,28,0,0,14,92,91,0.9642857142857144,23,101,0,178,0
1977,0.0,56,0.0,0,0,0,3,0,0,3,7,7,1.0,3,4,0,114,0
1978,0.0,19,0.0,1,0,0,2,0,0,0,4,3,0.5,2,9,0,187,0
1979,0.0,39,0.0,6,0,0,6,0,0,6,6,0,0.0,6,18,0,90,0
1980,0.0,109,0.0,4,0,0,17,0,2,0,21,17,0.7647058823529411,17,30,0,21,0
1981,0.0,29,0.0,0,0,0,1,0,0,1,5,5,1.0,1,17,0,205,0
1982,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,115,0
1983,0.0,46,0.0,1,0,0,5,0,0,0,14,8,0.8,5,7,0,63,0
1984,8.461538461538462,130,3.8461538461538463,4,11,5,13,0,0,7,16,12,0.6923076923076923,0,72,1,50,0
1985,0.0,30,0.0,0,0,0,2,0,0,2,5,5,1.0,2,8,0,57,0
1986,0.0,27,0.0,1,0,0,3,0,0,0,3,2,0.6666666666666666,3,8,0,10,0
1987,0.0,25,0.0,1,0,0,3,0,0,2,3,2,0.6666666666666666,0,12,0,39,0
1988,0.0,221,0.0,7,0,0,16,1,1,8,37,29,0.5,14,67,0,154,0
1989,0.0,22,0.0,0,0,0,2,0,0,1,5,5,1.0,0,6,0,27,0
1990,0.0,62,0.0,0,0,0,5,0,0,4,9,9,1.0,5,11,0,53,0
1991,0.0,101,0.0,11,0,0,18,0,0,1,21,10,0.3888888888888889,18,25,0,226,0
1992,0.0,114,0.0,1,0,0,12,0,0,0,21,20,0.9166666666666666,6,74,0,49,0
1993,0.0,617,0.0,14,0,0,62,5,2,18,128,103,0.6935483870967742,46,169,2,200,0
1994,0.0,12,0.0,0,0,0,1,0,0,0,3,3,1.0,1,2,0,24,0
1995,0.0,11,0.0,2,0,0,2,0,0,0,2,0,0.0,2,2,0,155,0
1996,0.0,30,0.0,3,0,0,4,0,0,3,4,1,0.25,0,8,0,169,0
1997,0.0,33,0.0,0,0,0,1,0,0,1,7,7,1.0,1,14,0,69,0
1998,0.0,20,0.0,0,0,0,1,0,2,0,2,2,1.0,1,1,0,229,0
1999,0.0,33,0.0,0,0,0,4,0,0,0,4,4,1.0,3,19,0,123,0
2000,0.0,40,0.0,0,0,0,3,0,0,4,3,3,1.0,1,8,0,136,0
2001,0.0,49,0.0,2,0,0,5,0,0,3,7,5,0.6,1,8,0,273,0
2002,0.0,337,0.0,0,0,0,17,0,18,19,72,72,1.0,3,130,0,72,0
2003,0.0,249,0.0,5,0,0,22,0,0,5,51,46,0.7727272727272727,11,83,0,24,0
2004,0.0,69,0.0,0,0,0,4,0,0,0,11,11,1.0,4,44,0,79,0
2005,0.0,22,0.0,0,0,0,1,0,0,1,3,3,1.0,1,7,1,277,0
2006,0.0,214,0.0,2,0,0,24,0,0,1,28,26,0.9166666666666666,24,50,0,260,0
2007,0.0,10,0.0,0,0,0,1,0,0,0,2,2,1.0,1,3,0,101,0
2008,0.0,244,0.0,0,0,0,5,0,0,0,5,5,1.0,5,61,0,706,0
2009,0.0,105,0.0,0,0,0,5,0,0,2,15,15,1.0,1,59,2,0,0
2010,0.0,19,0.0,0,0,0,2,0,0,0,2,2,1.0,1,11,0,0,0
2011,0.0,45,0.0,1,0,0,3,0,1,1,5,4,0.6666666666666666,3,41,0,55,0
2012,0.0,22,0.0,0,0,0,2,0,0,2,3,3,1.0,2,6,0,59,0
2013,0.0,291,0.0,14,0,0,32,13,0,18,60,33,0.15625,30,99,0,119,2
2014,0.0,98,0.0,0,0,0,7,0,1,5,12,12,1.0,3,56,0,72,0
2015,0.0,79,0.0,0,0,0,3,0,0,6,9,9,1.0,3,31,0,136,0
2016,0.0,45,0.0,4,0,0,4,0,0,3,4,0,0.0,4,8,0,63,1
2017,0.0,11,0.0,0,0,0,1,0,0,0,2,2,1.0,1,9,0,245,0
2018,0.0,18,0.0,0,0,0,1,0,0,0,2,2,1.0,1,4,0,86,0
2019,0.0,30,0.0,2,0,0,3,0,0,3,4,2,0.3333333333333333,3,6,0,2,1
2020,0.0,111,0.0,17,0,0,28,0,0,1,28,11,0.3928571428571428,28,30,0,220,0
2021,0.0,113,0.0,2,0,0,7,1,0,12,9,6,0.5714285714285714,7,32,0,62,0
2022,0.0,15,0.0,0,0,0,6,0,0,0,6,6,1.0,0,6,0,168,0
2023,0.0,18,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,255,0
2024,0.0,16,0.0,0,0,0,1,0,0,0,2,2,1.0,1,1,2,920,2
2025,0.0,130,0.0,8,0,0,11,0,0,11,17,9,0.2727272727272727,11,37,0,22,1
2026,0.0,48,0.0,0,0,0,8,0,0,0,8,8,1.0,8,11,0,30,0
2027,0.0,22,0.0,0,0,0,1,0,0,1,2,2,1.0,1,12,0,120,0
2028,0.0,44,0.0,1,0,0,8,0,0,0,11,10,0.875,8,18,0,165,0
2029,0.0,22,0.0,0,0,0,2,0,0,0,5,5,1.0,2,7,0,83,0
2030,0.0,87,0.0,1,0,0,7,0,6,0,16,15,0.8571428571428571,7,19,0,124,0
2031,0.0,14,0.0,1,0,0,2,0,0,1,2,1,0.5,2,3,0,86,0
2032,0.0,14,0.0,0,0,0,6,0,0,0,6,6,1.0,0,6,0,106,0
2033,0.0,29,0.0,1,0,0,7,0,0,0,7,6,0.8571428571428571,1,7,0,15,0
2034,0.0,32,0.0,2,0,0,4,0,0,1,6,4,0.5,4,7,0,0,1
2035,0.0,16,0.0,1,0,0,3,0,0,1,3,2,0.6666666666666666,3,3,0,195,0
2036,0.0,17,0.0,0,0,0,2,0,0,0,4,4,1.0,0,8,0,68,0
2037,0.0,85,0.0,0,0,0,5,1,0,6,17,16,0.8,5,17,0,30,0
2038,0.0,127,0.0,3,0,0,22,0,0,3,28,24,0.8636363636363636,2,51,0,352,0
2039,0.0,48,0.0,0,0,0,4,0,0,4,6,6,1.0,3,15,0,2,0
2040,0.0,27,0.0,0,0,0,4,0,0,2,4,4,1.0,4,13,0,595,0
2041,0.0,16,0.0,1,0,0,3,0,0,0,3,2,0.6666666666666666,3,3,0,97,0
2042,0.0,30,0.0,0,0,0,1,0,2,0,2,2,1.0,1,15,0,15,0
2043,0.0,20,0.0,1,0,0,2,0,0,0,2,1,0.5,1,3,0,66,0
2044,0.0,21,0.0,0,0,0,2,0,0,2,2,2,1.0,2,8,2,63,0
2045,3.4482758620689653,116,0.0,1,4,0,13,1,0,1,15,13,0.8461538461538461,9,53,3,53,0
2046,0.0,38,0.0,1,0,0,3,0,0,2,4,3,0.6666666666666666,3,18,0,65,0
2047,0.0,29,0.0,3,0,0,4,0,0,2,4,1,0.25,4,6,0,123,0
2048,0.0,25,0.0,2,0,0,4,2,0,2,4,0,0.0,4,4,0,157,1
2049,0.0,255,0.0,1,0,0,15,0,0,11,47,46,0.9333333333333332,11,86,0,112,0
2050,0.0,8,0.0,0,0,0,1,0,0,0,1,1,1.0,0,7,0,175,0
2051,0.0,53,0.0,5,0,0,6,0,1,2,9,3,0.1666666666666666,6,11,1,432,0
2052,0.0,67,0.0,0,0,0,3,0,1,2,12,12,1.0,2,23,0,291,0
2053,0.0,152,0.0,1,0,0,7,0,0,0,31,30,0.8571428571428571,3,93,0,118,0
2054,0.0,198,0.0,1,0,0,7,0,5,12,21,20,0.8571428571428571,3,135,0,19,0
2055,0.0,21,0.0,0,0,0,1,0,0,0,3,3,1.0,1,5,0,224,0
2056,0.0,55,0.0,0,0,0,2,0,0,0,10,10,1.0,2,20,0,102,0
2057,0.0,31,0.0,3,0,0,5,2,0,2,5,0,0.0,5,5,2,377,1
2058,0.3115264797507788,321,0.3115264797507788,0,1,1,20,0,0,10,86,86,1.0,3,171,0,61,0
2059,0.0,195,0.0,1,0,0,19,0,10,17,36,35,0.9473684210526316,17,24,0,0,0
2060,0.0,33,0.0,1,0,0,3,0,0,0,7,6,0.6666666666666666,3,18,0,309,0
2061,0.0788643533123028,1268,0.0,56,1,0,155,1,1,74,241,184,0.632258064516129,152,482,2,25,1
2062,0.0,28,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,212,1
2063,0.0,92,0.0,2,0,0,15,6,0,7,15,7,0.4666666666666667,15,16,0,23,0
2064,0.0,19,0.0,2,0,0,2,0,2,0,2,0,0.0,2,4,0,50,1
2065,0.0,145,0.0,0,0,0,8,1,2,0,23,22,0.875,8,40,0,77,0
2066,0.0,22,0.0,0,0,0,2,0,0,0,5,5,1.0,0,2,0,286,0
2067,0.0,168,0.0,6,0,0,16,0,0,9,22,16,0.625,11,62,0,21,0
2068,0.0,53,0.0,2,0,0,3,0,0,2,6,3,0.3333333333333333,3,6,2,422,1
2069,0.0,75,0.0,4,0,0,8,0,0,2,10,6,0.5,8,14,1,26,0
2070,0.0,48,0.0,6,0,0,7,0,0,2,7,1,0.1428571428571428,7,13,0,64,1
2071,0.0,64,0.0,0,0,0,8,0,23,0,8,8,1.0,8,8,0,510,0
2072,0.0,31,0.0,0,0,0,3,0,1,1,4,4,1.0,3,14,0,262,0
2073,0.0,484,0.0,5,0,0,32,0,2,27,86,80,0.84375,15,120,5,19,0
2074,0.0,46,0.0,4,0,0,8,4,0,4,8,0,0.0,8,8,4,0,2
2075,0.0,12,0.0,0,0,0,1,0,0,0,2,2,1.0,0,3,0,374,0
2076,0.0,255,0.0,0,0,0,23,0,0,2,58,58,1.0,0,295,0,0,0
2077,0.0,21,0.0,0,0,0,2,0,0,0,5,5,1.0,2,6,0,357,0
2078,0.0,164,0.0,19,0,0,22,0,0,8,26,7,0.1363636363636363,22,105,0,8,1
2079,0.0,17,0.0,0,0,0,1,0,0,1,1,1,1.0,1,6,0,0,0
2080,0.0,243,0.0,0,0,0,14,0,0,0,50,50,1.0,5,144,0,28,0
2081,0.0,345,0.0,0,0,0,33,0,2,2,88,88,1.0,32,172,0,76,0
2082,0.0,140,0.0,1,0,0,9,0,0,8,20,19,0.8888888888888888,7,24,0,717,0
2083,0.0,147,0.0,1,0,0,11,0,0,4,34,32,0.9090909090909092,4,67,0,35,0
